Unnamed: 0,Case_Number,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal,Time,Species,fatal_injury,shark_species,month_incident,country_code,continent,lat,long
3205,1975.10.12,1975,Unprovoked,Australia,New South Wales,"Lennox Head, Ballina",Surfing,M,20,"Cracked jaw & broken tooth, shark took chunk out of surfboard",N,11:30,Bronze whaler,0,bronze whaler,Oct,AU,OC,-24.7761086,134.755
3206,1975.10.04,1975,Invalid,USA,California,"Seal Beach, Orange County",Surfing,Unknown,,Unknown,Unknown,11:30,Questionable incident,0,,Oct,US,,39.7837304,-100.445882
3207,1975.09.00,1975,Unprovoked,South Africa,KwaZulu-Natal,Richards Bay,Surfingskiing,M,21,Right foot & ankle lacerated,N,11:30,shark,0,,Sep,ZA,AF,-28.8166236,24.991639
3208,1975.08.17,1975,Unprovoked,South Africa,Eastern Cape Province,Cape St. Francis,Surfing,M,19,Left leg & surfboard bitten,N,13:30,"White shark, ",0,white shark,Aug,ZA,AF,-28.8166236,24.991639
3209,1975.08.12,1975,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Bathing,M,20,"Calf bitten, leg surgically amputated below the knee  Note: by late August, 3 more bathers had been bitten by sharks at Daytona Beach",N,12:00,shark,0,,Aug,US,,39.7837304,-100.445882
3210,1975.08.09,1975,Unprovoked,USA,California,"Usal Creek, Bear Harbor, Mendocino County",Free,M,44,"Shoulder, arm & hand lacerated",N,13:30,White shark,0,white shark,Aug,US,,39.7837304,-100.445882
3211,1975.08.04,1975,Unprovoked,Hong Kong,Mirs Bay ,,Swimming,M,24,"Leg bitten, surgically amputated",N,13:30,Unknown,0,,Aug,HK,AS,22.2793278,114.1628131
3212,1975.07.30,1975,Sea Disaster,USA,Oregon,,Sea,F,62,"FATAL, arms & legs bitten",Y,13:30,Unknown,1,,Jul,US,,39.7837304,-100.445882
3213,1975.07.30,1975,Unprovoked,Australia,Tasmania,"Fluted Cape, Bruny Island",Diving,M,37,FATAL,Y,18:30,White shark,1,white shark,Jul,AU,OC,-24.7761086,134.755
3214,1975.07.26,1975,Unprovoked,USA,Florida,"Off Hutchinson Island, St Lucie County",Free,M,24,Forearms lacerated,N,18:30,Unknown,0,,Jul,US,,39.7837304,-100.445882
3215,1975.07.26,1975,Unprovoked,Australia,Queensland,Maroochydore,Surfing,M,21,Buttocks & leg bitten,N,18:30,shark,0,,Jul,AU,OC,-24.7761086,134.755
3216,1975.07.23,1975,Unprovoked,USA,California,"Perch Rock, Point Conception, Santa Barbara County",Diving(at),M,23,Legs bitten,N,14:30,"White shark, ",0,white shark,Jul,US,,39.7837304,-100.445882
3217,1975.07.19,1975,Unprovoked,USA,California,"Point Conception, Santa Barbara County",Hookah,M,34,"No injury, swim fin torn",N,13:30,"White shark,  ",0,white shark,Jul,US,,39.7837304,-100.445882
3218,1975.07.15,1975,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,F,14,Arm lacerated,N,Mid-morning,shark,0,,Jul,US,,39.7837304,-100.445882
3219,1975.07.05,1975,Provoked,Australia,Western Australia,"15 km north of Lancelin, north of Perth",Spearfishing,M,29,Speared shark bit his arm  between elbow and shoulder PROVOKED INCIDENT,N,Mid-morning,whaler shark,0,,Jul,AU,OC,-24.7761086,134.755
3220,1975.07.04,1975,Unprovoked,USA,Florida,"Indiatlantic, Brevard County",Surfing,M,16,"Foot bitten, tendons damaged",N,Mid-morning,Unknown,0,,Jul,US,,39.7837304,-100.445882
3221,1975.06.23,1975,Unprovoked,USA,South Carolina,"Windy Hill, near Myrtle Beach, Horry County",Swimming,M,18,Lacerations to right foot,N,16:30, shark,0,,Jun,US,,39.7837304,-100.445882
3222,1975.06.23,1975,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",Standing,F,15,Hand & wrist bitten,N,14:30,Unknown,0,,Jun,US,,39.7837304,-100.445882
3223,1975.06.15,1975,Unprovoked,USA,Alabama,5 miles off the coast,Swimming,M,27,Left leg bitten,N,14:30,Unknown,0,,Jun,US,,39.7837304,-100.445882
3224,1975.06.02,1975,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,20,"No injury, board bumped",N,14:30,Unknown,0,,Jun,US,,39.7837304,-100.445882
3225,1975.06.00,1975,Provoked,USA,Florida," New Smyrna Beach, Volusia County",Unknown,M,,Slightly injured when he stepped on a shark PROVOKED INCIDENT,N,14:30,Unknown,0,,Jun,US,,39.7837304,-100.445882
3226,1975.05.25,1975,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,17,Right foot bitten,N,10:00,Unknown,0,,May,US,,39.7837304,-100.445882
3227,1975.05.20,1975,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Bathing,F,10,Leg bitten,N,10:00,Unknown,0,,May,US,,39.7837304,-100.445882
3228,1975.04.25,1975,Invalid,Italy,Genoa Province,Cervara,Diving,M,37,The press reported this as an attack by a white shark but the diver was the agressor,Unknown,10:00,Invalid,0,,Apr,IT,EU,42.6384261,12.674297
3229,1975.04.18,1975,Invalid,South Africa,KwaZulu-Natal,Durban,Unknown,M,,Probable drowning / scavenging,Unknown,10:00,Shark involvement prior death was not confirmed,0,,Apr,ZA,AF,-28.8166236,24.991639
3230,1975.04.05,1975,Unprovoked,South Africa,Western Cape Province,Millers Point,Spearfishing,M,,"No injury, rammed by shark",N,18:30,"White shark, ",0,white shark,Apr,ZA,AF,-28.8166236,24.991639
3231,1975.03.29,1975,Invalid,South Africa,KwaZulu-Natal,Tongaat,Swimming,M,,Probable drowning / scavenging by a white shark,Unknown,18:30,Shark involvement prior death was not confirmed,0,,Mar,ZA,AF,-28.8166236,24.991639
3232,1975.03.18,1975,Unprovoked,Australia,Queensland,Mornington Island,Unknown,F,,Hand bitten,N,18:30,Unknown,0,,Mar,AU,OC,-24.7761086,134.755
3233,1975.03.16,1975,Unprovoked,USA,Florida,"Clearwater Beach, Pinellas County",Bathing,M,14,Left leg & foot bitten,N,18:30,shark,0,,Mar,US,,39.7837304,-100.445882
3234,1975.03.13,1975,Provoked,Australia,Queensland,Southport Aquarium,Diving&,Unknown,18,Laceration to thigh by captive shark PROVOKED INCIDENT,N,18:30,"Bronze whaler shark, ",0,bronze whaler,Mar,AU,OC,-24.7761086,134.755
3235,1975.03.09,1975,Provoked,South Africa,Western Cape Province,"Boggomsbaai, Mossel Bay",Attempting,M,,Left leg bitten  PROVOKED INCIDENT,N,18:30, shark,0,,Mar,ZA,AF,-28.8166236,24.991639
3236,1975.03.00,1975,Sea Disaster,Bangladesh,Ganges-Brahmaputra delta,,Ferry,Unknown,,"FATAL, of 190 passengers & crew thrown into the water, 50 people were said to have been killed by sharks",Y,18:30,Unknown,1,,Mar,BD,AS,23.5031022,90.00386523825051
3237,1975.02.23,1975,Unprovoked,South Africa,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",Surfing,M,16,Foot severed,N,10:55,shark,0,,Feb,ZA,AF,-28.8166236,24.991639
3238,1975.02.14,1975,Boat,South Africa,Western Cape Province,Plettenberg Bay,Unknown,Unknown,,Shark bit rudder & hull,N,10:55,"Mako shark, ",0,mako shark,Feb,ZA,AF,-28.8166236,24.991639
3239,1975.02.10,1975,Unprovoked,Australia,South Australia,(Point Sinclair) Penong,Swimming,M,12,Right leg  severed FATAL,Y,18:00,"White shark, ",1,white shark,Feb,AU,OC,-24.7761086,134.755
3240,1975.02.09,1975,Unprovoked,Australia,Victoria,Anglesea,Crayfishing,M,45,Puncture wounds to right shoulder,N,18:00,"Carpet shark, ",0,carpet shark,Feb,AU,OC,-24.7761086,134.755
3241,1975.02.07,1975,Unprovoked,Australia,Queensland,Currumbin Rock,Unknown,M,,Survived,N,18:00,Unknown,0,,Feb,AU,OC,-24.7761086,134.755
3242,1975.02.01,1975,Provoked,South Africa,Western Cape Province,"Beespens, False Bay",Fishing,M,12,Foot bitten by shark he was gaffing  PROVOKED INCIDENT,N,18:00,"Copper shark, - ",0,copper shark,Feb,ZA,AF,-28.8166236,24.991639
3243,1975.01.19,1975,Unprovoked,Australia,South Australia,Coffin Bay,Surfing,M,17,"FATAL, body not recovered",Y,18:00,Unknown,1,,Jan,AU,OC,-24.7761086,134.755
3244,1975.00.00,1975,Unprovoked,Bermuda,Unknown,,Spearfishing,M,25,Laceration to right ankle,N,18:00, blue shark,0,blue shark,,BM,,32.3018217,-64.7603583
3245,1975.00.00,1975,Unprovoked,Reunion,Unknown,,Unknown,M,,FATAL,Y,18:00,Unknown,1,,,Unknown,Unknown,-21.1309332,55.5265771
3246,1974.12.10,1974,Unprovoked,Australia,Western Australia,Geographe Bay,Unknown,Unknown,32,Survived,N,18:00,Unknown,0,,Dec,AU,OC,-24.7761086,134.755
3247,1974.11.01,1974,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Standing,M,24,Laceration to foot,N,18:30,Unknown,0,,Nov,US,,39.7837304,-100.445882
3248,1974.09.28,1974,Unprovoked,USA,California,"North of Point Sur, Monterey County",Surfing,M,17,"Thigh, lower back and surfboard bitten",N,07:30,"White shark,  ",0,white shark,Sep,US,,39.7837304,-100.445882
3249,1974.09.14,1974,Unprovoked,USA,California,"North Farallon Island, Farallon Islands",Hookah,M,29,Major injuries,N,13:45,"White shark, ",0,white shark,Sep,US,,39.7837304,-100.445882
3250,1974.09.07,1974,Unprovoked,Israel,Red Sea,"North Beach, Eilat",Swimming,F,20,"Bitten 12 times: multiple lacerations on hands, arms, shoulder breast thigh, both legs, left forearm surgically amputated ",N,17:00,"Shortfinako shark, ",0,,Sep,IL,AS,31.5313113,34.8667654
3251,1974.09.02,1974,Unprovoked,USA,California,"Franklin Point, San Mateo County",Diving(but),M,41,Minor injuries to hand,N,17:30,"White shark, [.'] ",0,white shark,Sep,US,,39.7837304,-100.445882
3252,1974.09.02,1974,Unprovoked,USA,California,"Franklin Point, San Mateo County",Diving(but),M,48,Minor bite on foot & swimfin,N,17:30,"White shark, [.'] ",0,white shark,Sep,US,,39.7837304,-100.445882
3253,1974.09.01,1974,Sea Disaster,Australia,Queensland,"Junpinpin, off Stradbroke Island",3.3.&(wearing),M,30,"Missing, believed taken by a shark",N,17:30,Unknown,0,,Sep,AU,OC,-24.7761086,134.755
3254,1974.09.00,1974,Unprovoked,USA,Oregon,Myers Creek,Surfing,M,24,No injury,N,08:30,"White shark, ",0,white shark,Sep,US,,39.7837304,-100.445882
3255,1974.08.23,1974,Unprovoked,Hong Kong,Mirs Bay ,,Swimming,M,22,Survived,N,08:30,Unknown,0,,Aug,HK,AS,22.2793278,114.1628131
3256,1974.08.16,1974,Unprovoked,Hong Kong,Mirs Bay ,,Swimming,M,,FATAL,Y,08:30,Unknown,1,,Aug,HK,AS,22.2793278,114.1628131
3257,1974.08.16,1974,Unprovoked,Hong Kong,Mirs Bay ,,Swimming,M,19,Arm broken & severely lacerated,N,08:30,Unknown,0,,Aug,HK,AS,22.2793278,114.1628131
3258,1974.08.16,1974,Unprovoked,Hong Kong,Mirs Bay ,,Swimming,M,18,Left foot bitten,N,08:30,Unknown,0,,Aug,HK,AS,22.2793278,114.1628131
3259,1974.08.10,1974,Unprovoked,Croatia, Split-Dalmatia County," Lokva Rogoznica, Omis",Unknown,M,21,Foot severed FATAL,Y,15:00,"White shark,  ",1,white shark,Aug,HR,EU,45.5643442,17.0118954
3260,1974.08.05,1974,Unprovoked,USA,California,"San Gregorio Beach, San Mateo County",Surfing,M,,Minor injuries to hand,N,15:00,"White shark, ",0,white shark,Aug,US,,39.7837304,-100.445882
3261,1974.07.26,1974,Unprovoked,USA,California,"Albion Cove, Albion, Mendocino County",Free(submerged),M,36,Minor bite on heel & swim fin bitten,N,15:00,"White shark, ",0,white shark,Jul,US,,39.7837304,-100.445882
3262,1974.07.20,1974,Unprovoked,USA,Georgia,"Back River, Savannah Beach, Chatham County",Swimming,M,17,FATAL,Y,15:00,small sharks',1,,Jul,US,,39.7837304,-100.445882
3263,1974.07.02,1974,Sea Disaster,USA,Florida ,Gulf of Mexico,Adrift,M,10,Arm bitten FATAL,Y,15:00,sharks,1,,Jul,US,,39.7837304,-100.445882
3264,1974.06.20,1974,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,F,61,Lacerations to hip and leg,N,08:55,Unknown,0,,Jun,US,,39.7837304,-100.445882
3265,1974.05.26,1974,Unprovoked,USA,California,"Tomales Point, Marin County",Free(but),M,45,Leg bitten,N,11:30,"White shark, ",0,white shark,May,US,,39.7837304,-100.445882
3266,1974.04.25,1974,Sea Disaster,Brazil,Unknown,,Fishing,M,,FATAL,Y,11:30,Unknown,1,,Apr,BR,SA,-10.3333333,-53.2
3267,1974.04.20,1974,Unprovoked,South Africa,Western Cape Province,Arniston,Spearfishing,M,22,Left knee lacerated,N,19:30,"Raggedoth shark, ",0,raggedoth shark,Apr,ZA,AF,-28.8166236,24.991639
3268,1974.04.14,1974,Unprovoked,South Africa,Eastern Cape Province,Glengariff,Standing,M,19,Lower right leg lacerated,N,15:30,Unknown,0,,Apr,ZA,AF,-28.8166236,24.991639
3269,1974.04.12,1974,Unprovoked,USA,Florida,"Haulover Beach, Miami-Dade County",Swimming,F,11,Foot bitten,N,15:30,Unknown,0,,Apr,US,,39.7837304,-100.445882
3270,1974.04.04,1974,Unprovoked,South Africa,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",Surfing,M,17,Right foot lacerated,N,16:30,Juvenile dusky shark,0,dusky shark,Apr,ZA,AF,-28.8166236,24.991639
3271,1974.03.21,1974,Unprovoked,South Africa,KwaZulu-Natal,Amanzimtoti,Surfing,M,21,"No injury, surfboard bitten",N,16:30 or 18:00,shark,0,,Mar,ZA,AF,-28.8166236,24.991639
3272,1974.03.00,1974,Boat,South Africa,Western Cape Province,Macassar,Fishing,Unknown,,"No injury to occupant, shark holed boat",N,16:30 or 18:00,White shark,0,white shark,Mar,ZA,AF,-28.8166236,24.991639
3273,1974.02.13,1974,Unprovoked,South Africa,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",Swimming,M,14,"Right calf removed, leg surgically amputated below the knee",N,19:00,Unknown,0,,Feb,ZA,AF,-28.8166236,24.991639
3274,1974.02.13,1974,Unprovoked,South Africa,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",Swimming,M,19,Right shin lacerated,N,19:00,Unknown,0,,Feb,ZA,AF,-28.8166236,24.991639
3275,1974.02.00,1974,Boat,South Africa,Western Cape Province,Macassar,Fishing,Unknown,,"No injury to occupant, but  a shark chasing a hooked fish holed his boat above the waterline",N,19:00,white shark,0,white shark,Feb,ZA,AF,-28.8166236,24.991639
3276,1974.02.00,1974,Boat,South Africa,Western Cape Province,Macassar,Fishing,Unknown,,"No injury,  shark leapt into boat & bit one of the boat's seats",N,21:30,White shark,0,white shark,Feb,ZA,AF,-28.8166236,24.991639
3277,1974.01.13,1974,Unprovoked,South Africa,KwaZulu-Natal,Cape Vidal,Sitting,M,42,2 minor lacerations in foot,N,21:30,"Raggedoth shark, ",0,raggedoth shark,Jan,ZA,AF,-28.8166236,24.991639
3278,1974.01.09,1974,Unprovoked,Australia,South Australia,Streaky Bay,Diving,M,26,"FATAL, right leg severed  ",Y,21:30,White shark,1,white shark,Jan,AU,OC,-24.7761086,134.755
3279,1974.01.07,1974,Unprovoked,South Africa,KwaZulu-Natal,Amanzimtoti,Swimming,M,33,Knee & calf lacerated,N,14:10, shark,0,,Jan,ZA,AF,-28.8166236,24.991639
3280,1974.01.07,1974,Unprovoked,Mozambique,Gaza,Xai Xai,Swimming,M,,FATAL,Y,14:10,Unknown,1,,Jan,MZ,AF,-19.302233,34.9144977
3281,1974.01.07,1974,Unprovoked,Mozambique,Gaza,Xai Xai,Swimming,M,32,FATAL,Y,14:10,Unknown,1,,Jan,MZ,AF,-19.302233,34.9144977
3282,1974.00.00,1974,Unprovoked,Australia,Western Australia,Emu Channel,Spearfishing,M,,8 to 10 puncture marks around knee,N,14:10,"Bronze whaler shark,  ",0,bronze whaler,,AU,OC,-24.7761086,134.755
3283,1974.00.00,1974,Unprovoked,Croatia,Primorje-Gorski Kotar County ,Preluka Harbour,Unknown,Unknown,,FATAL,Y,14:10,Unknown,1,,,HR,EU,45.5643442,17.0118954
3284,1973.12.25,1973,Unprovoked,Mozambique,Gaza,Xai Xai,Spearfishing,M,41,"Right leg severed at knee, abrasion on left ankle",N,11:20,Unknown,0,,Dec,MZ,AF,-19.302233,34.9144977
3285,1973.12.21,1973,Unprovoked,Mozambique,Gaza,Xai Xai,Swimming,M,20 ,FATAL,Y,12:00,Unknown,1,,Dec,MZ,AF,-19.302233,34.9144977
3286,1973.12.19,1973,Unprovoked,Philippines,Luzon,,Swimming,M,19,FATAL,Y,12:00,Unknown,1,,Dec,PH,AS,12.7503486,122.7312101
3287,1973.12.18,1973,Unprovoked,USA,Hawaii,"Kalama Beach, Kihei, Maui",Swimming,M,,Leg bitten,N,12:00,Unknown,0,,Dec,US,,39.7837304,-100.445882
3288,1973.12.00,1973,Unprovoked,Mexico,Guerrero,Acapulco Bay,Swimming,M,20s,FATAL,Y,19:30,Unknown,1,,Dec,MX,,22.5000485,-100.000037
3289,1973.11.25,1973,Unprovoked,Australia,Western Australia,Swan River,Unknown,Unknown,,Survived,N,19:30,Unknown,0,,Nov,AU,OC,-24.7761086,134.755
3290,1973.11.24,1973,Unprovoked,USA,Florida,"Ormond By The Sea, Volusia County",Surfing,M,13,Foot bitten,N,18:30,Unknown,0,,Nov,US,,39.7837304,-100.445882
3291,1973.11.03,1973,Unprovoked,Australia,Queensland,Gin Arm Creek,Unknown,M,,Knee lacerated,N,18:30,Unknown,0,,Nov,AU,OC,-24.7761086,134.755
3292,1973.09.29,1973,Sea Disaster,South Africa,KwaZulu-Natal,Mission Rocks,Being,M,,"FATAL, thigh bitten ",Y,18:30,Unknown,1,,Sep,ZA,AF,-28.8166236,24.991639
3293,1973.09.14,1973,Unprovoked,Bahamas,Grand Bahama Island,"Memory Rock, 18 miles from NW end of the Island","Free,",M,11,Left hand & forearm lacerated,N,14:30, bull shark,0,bull shark,Sep,BS,,24.7736546,-78.0000547
3294,1973.09.10,1973,Unprovoked,Hong Kong,Mirs Bay ,,Swimming,M,20,FATAL,Y,14:30,Unknown,1,,Sep,HK,AS,22.2793278,114.1628131
3295,1973.09.09,1973,Unprovoked,Mexico,Baja California,Guadalupe Island,"Free,",M,37,"FATAL, leg bitten ",Y,16:45,White shark,1,white shark,Sep,MX,,22.5000485,-100.000037
3296,1973.09.00,1973,Unprovoked,Egypt,Red Sea,Southern end of the Sinai Peninsula,Unknown,M,,Massive wound on right thigh with femur exposed,N,16:45,Tiger shark,0,tiger shark,Sep,EG,AF,26.2540493,29.2675469
3297,1973.08.27,1973,Unprovoked,Australia,Queensland,Palm Cove Beach,Unknown,Unknown,21,Unknown,Unknown,16:45,Unknown,0,,Aug,AU,OC,-24.7761086,134.755
3298,1973.08.25,1973,Unprovoked,Australia,Queensland,"Point Lookout, Stradbroke Island",Surfing,M,16,Right foot severed,N,16:45,shark,0,,Aug,AU,OC,-24.7761086,134.755
3299,1973.08.16,1973,Unprovoked,USA,Virginia,False Cape,Crabbing(spearing),M,17,Elbow bitten,N,16:45,  blacktip shark,0,blacktip shark,Aug,US,,39.7837304,-100.445882
3300,1973.06.13,1973,Unprovoked,Hong Kong,Unknown,,Swimming,M,,"One man was killed by a shark, the other was injured",N,16:45,Unknown,0,,Jun,HK,AS,22.2793278,114.1628131
3301,1973.04.04,1973,Unprovoked,Mexico,Guerrero,"Revolcadero Beach, Acapulco",Wading,M,45,"FATAL, multiple bites ",Y,18:00,Unknown,1,,Apr,MX,,22.5000485,-100.000037
3302,1973.03.26,1973,Unprovoked,Australia,Queensland,Palm Island,Unknown,M,,Survived,N,18:00,Unknown,0,,Mar,AU,OC,-24.7761086,134.755
3303,1973.03.05,1973,Unprovoked,Mozambique,Gaza,"Chongeone, Xai Xai",Spearfishing,M,28,FATAL,Y,08:30,Unknown,1,,Mar,MZ,AF,-19.302233,34.9144977
3304,1973.03.00,1973,Unprovoked,South Africa,KwaZulu-Natal,Scottburgh,Spearfishing,M,26,Hip bruised,N,08:30,"shark, possibly dusky or blacktip shark",0,blacktip shark,Mar,ZA,AF,-28.8166236,24.991639
3305,1973.02.27,1973,Unprovoked,Mexico,Guerrero,"Revolcadero Beach, Acapulco",Swimming,Unknown,57,"FATAL, multiple bites ",Y,08:30,Unknown,1,,Feb,MX,,22.5000485,-100.000037
3306,1973.01.21,1973,Provoked,South Africa,KwaZulu-Natal,Durban,Fishing,M,,Hooked & gaffed shark bit his right elbow PROVOKED INCIDENT,N,08:30,shark,0,,Jan,ZA,AF,-28.8166236,24.991639
3307,1973.01.09,1973,Unprovoked,USA,Hawaii,"Ho'okipa Beach, Pa'ia, Maui",Surfing,M,,Leg bitten,N,08:30, shark observed in area,0,,Jan,US,,39.7837304,-100.445882
3308,1973.00.00,1973,Unprovoked,Palau,Aulong Island,Aulong Channel,Diving(submerged),M,,"No injury, shark grabbed scuba tank and descended to 110' before releasing him ",N,08:30,Tiger shark,0,tiger shark,,PW,OC,5.3783537,132.9102573
3309,1973.00.00,1973,Unprovoked,Palau,Western Caroline Islands,,Diving&/W,M,,Hand & right shoulder lacerated,N,08:30,Grey reef shark,0,grey reef shark,,PW,OC,5.3783537,132.9102573
3310,1973.00.00,1973,Unprovoked,South Africa,Eastern Cape Province,Queensberry Bay,Surfing,M,13,"No injury, surboard flung into air & dented",N,08:00,Unknown,0,,,ZA,AF,-28.8166236,24.991639
3311,1972.12.31,1972,Unprovoked,South Africa,Western Cape Province,Millers Point,Treading,M,29,Lower left leg & foot bitten,N,14:00,Unknown,0,,Dec,ZA,AF,-28.8166236,24.991639
3312,1972.12.26,1972,Unprovoked,Mozambique,Gaza,Xai Xai,Swimming,M,25,"Hip, leg, arm, hand & shoulder bitten",N,15:00,shark,0,,Dec,MZ,AF,-19.302233,34.9144977
3313,1972.12.25,1972,Unprovoked,Mexico,Guerrero,"Revolcadero Beach, Acapulco",Surfing,M,17,"FATAL, hand severed, right leg and torso bitten ",Y,18:30,Unknown,1,,Dec,MX,,22.5000485,-100.000037
3314,1972.12.24,1972,Unprovoked,South Africa,Western Cape Province,Hartenbos,Swimming,M,,"No injury, swim fin bitten",N,09:00,"White shark, > ",0,white shark,Dec,ZA,AF,-28.8166236,24.991639
3315,1972.12.22,1972,Unprovoked,Australia,Queensland,Currumbin Rock,Unknown,M,,Hand bitten,N,09:00,Unknown,0,,Dec,AU,OC,-24.7761086,134.755
3316,1972.12.08,1972,Provoked,Australia,New South Wales,"Marineland, Sydney",Unknown,Unknown,24,PROVOKED INCIDENT,N,09:00,Unknown,0,,Dec,AU,OC,-24.7761086,134.755
3317,1972.12.01,1972,Unprovoked,Reunion,Saint-Philippe,Basse Vallée,Spearfishing,Unknown,,FATAL,Y,09:00,Unknown,1,,Dec,Unknown,Unknown,-21.1309332,55.5265771
3318,1972.10.22,1972,Unprovoked,Australia,Queensland,"Stevens Reef, 70 miles from Mackay",Spearfishing,M,24,Right arm bitten,N,09:00,Unknown,0,,Oct,AU,OC,-24.7761086,134.755
3319,1972.10.21,1972,Unprovoked,Australia,New South Wales,Tabourie Beach,Surfing,M,19,Lacerations to thigh & buttocks,N,09:00,"Bronze whaler shark, ",0,bronze whaler,Oct,AU,OC,-24.7761086,134.755
3320,1972.10.14,1972,Unprovoked,USA,US Virgin Islands,"St. Croix, Cane Bay",Diving,M,,"FATAL, body not recovered",Y,09:00,Oceanic whitetip shark x 2,1,oceanic whitetip shark,Oct,US,,39.7837304,-100.445882
