,Date,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal,Time,Species,activity,shark_species
3561,1982-09-27,Unprovoked,USA,Florida,"Patrick Air Force Base, Brevard County",Surfing,M,20,Laceration to lower left leg,N,,  shark,surfing,
3562,1982-02-07,Unprovoked,USA,Florida,Elliot Key,Diving,M,29,"FATAL Disappeared while diving, bathing suit & diving gear recovered bore marks of shark's teeth",Y,Unknown:00,Unknown,diving,
3563,1981-09-03,Unprovoked,USA,Florida,"Patrick Air Force Base, Brevard County",Surfing,M,25,Lacerations to 2 fingers of left hand,N,,Unknown,surfing,
3564,1981-05-19,Unprovoked,USA,Florida,"Sands Cut, Elliot Key",Free diving,M,32,Massive tissue damage of left arm,N,,Unknown,diving,
3565,1981-03-25,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Standing / Wading,M,19,"Lacerations on calf, ankle & heel",N,15:00:00,"    bull, sandbar or dusky shark",bathing,dusky shark
3566,1980-08-03,Unprovoked,USA,Louisiana,"Grand Isle, Jefferson Parish",Wading,M,Unknown,Laceration to leg,N,,sandshark,other,
3567,1980-03-15,Sea Disaster,Philippines,Unknown,250 miles southwest of Manila,Sinking of the ferryboat Bongbong 1,F,Unknown,FATAL,Y,,Unknown,other,
3568,1980-01-31,Unprovoked,South Africa,KwaZulu-Natal,Ballito,Body boarding,M,24,"Both hands & heel of left foot lacerated, right foot severed",N,14:45:00,  white shark,body boarding,white shark
3569,1979-11-12,Provoked,South Africa,Western Cape Province,Macassar,Shark fishing,Unknown,Unknown,"No injury to occupants; hooked shark tore out part of transom, bit skeg of motor and snapped the steel trace PROVOKED INCIDENT",N,,"White shark,  m",fishing,white shark
3570,1979-03-11,Unprovoked,USA,California,"Ano Nuevo Island, San Mateo, County",Scuba diving (submerged),M,Unknown,"No injury, swim fin bitten",N,,"White shark,    ",diving,white shark
3571,1976-01-11,Provoked,South Africa,Western Cape Province,Kalk Bay,Fishing for snoek & yellowtail,Unknown,Unknown,"Hooked shark leapt onboard & into fish well, which it smashed PROVOKED INCIDENT",N,07:30:00,"White shark,  ",fishing,white shark
3572,1975-11-02,Unprovoked,USA,Florida,"Crescent Beach, St. Johns County",Surfing,M,18,Foot bitten,N,,shark,surfing,
3573,1975-07-26,Unprovoked,Australia,Queensland,Maroochydore,Surfing,M,21,Buttocks & leg bitten,N,,shark,surfing,
3574,1974-08-16,Unprovoked,Hong Kong,Mirs Bay,Unknown,Freedom swimming,M,19,Arm broken & severely lacerated,N,Unknown:00,Unknown,swimming,
3575,1973-09-29,Sea Disaster,South Africa,KwaZulu-Natal,Mission Rocks,Being pulled to shore from wreck of 25-ton fishing vessel Alan S,M,Unknown,"FATAL, thigh bitten",Y,,Unknown,fishing,
3576,1972-12-26,Unprovoked,Mozambique,Gaza,Xai Xai,Swimming,M,25,"Hip, leg, arm, hand & shoulder bitten",N,,   shark,swimming,
3577,1972-09-09,Unprovoked,USA,California,"Point Sur, Monterey County",Surfing,M,Unknown,Legs & board bitten,N,10:00:00,"White shark,  ",surfing,white shark
3578,1972-06-10,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Surfing,M,22,Buttocks bitten,N,,.shark,surfing,
3579,1971-04-16,Unprovoked,Kenya,Coast Province,Watamu,Swimming,M,16,Right foot bitten,N,,  shark,swimming,
3580,1971-04-11,Unprovoked,South Africa,Western Cape Province,Buffels Bay,Swimming,M,>50,"FATAL, multiple bites",Y,11:30:00,White shark according  oth pattern and witnesses,swimming,white shark
3581,1971-04-05,Unprovoked,Venezuela,Unknown,Unknown,Unknown,M,14,"FATAL, body not recovered",Y,,Unknown,other,
3582,1971-01-01,Unprovoked,Iran,Khuzestan Province,"Ahvaz, on the Karun River",Unknown,M,Unknown,Survived,N,,Unknown,other,
3583,1970-06-22,Provoked,USA,Florida,"Dania, Broward County",Fishing,M,13,Bitten on calf by hooked shark PROVOKED INCIDENT,N,Unknown:00,.shark,fishing,
3584,1969-01-01,Unprovoked,Australia,Victoria,Port MacDonnel,Unknown,M,Unknown,Minor injury,N,,Carpet shark,other,carpet shark
3585,1965-08-26,Unprovoked,USA,New Jersey,"Steel Pier, Atlantic City, Atlantic County",Swimming,M,15,Right thigh lacerated,N,,Unknown,swimming,
3586,1965-04-04,Unprovoked,Palau,Western Caroline Islands,Koror,Walking on reef,M,8,Right leg bitten,N,15:30:00,"Tiger shark, oth fragment recovered",other,tiger shark
3587,1965-03-23,Invalid,USA,Puerto Rico,60 miles offshore north of San Juan,Aircraft exploded,M,Unknown,"All 16 onboard perished, recovery efforts hampered by sharks",Unknown,,Shark involvement prior  death was not confirmed,airplane accident,
3588,1964-12-10,Watercraft,Australia,New South Wales,Port Jervis,Fishing,Unknown,Unknown,"No injury to occupants, shark rammed boat, bit planks & sheared off copper rivet at stern of boat",N,,  shark,fishing,
3589,1963-11-05,Unprovoked,Papua New Guinea,New Britain,Unknown,Wading,M,Unknown,Thigh lacerated,N,Unknown:00,shark,other,
3590,1963-11-05,Unprovoked,Fiji,Vita Levu,Korolevu (South coast between Nadi & Suva),Unknown,Unknown,Unknown,No details,Unknown,,Unknown,other,
3591,1962-10-14,Watercraft,Australia,South Australia,Port Phillip Bay,Adrift after wave swamped engine,M,Unknown,"No injury to occupant, shark nibbled at boat",N,,Grey nurse shark,sea accident,grey nurse shark
3592,1962-01-26,Unprovoked,Mozambique,Gaza,Praia Sepulveda,Unknown,M,16,Unknown,Unknown,Unknown:00,Unknown,other,
3593,1962-01-14,Unprovoked,Australia,New South Wales,"Lennox Head, Ballina",Surfing,M,19,Dorsum of foot lacerated & toe severed,N,,"Bronze whaler shark,   shark",surfing,bronze whaler
3594,1962-01-01,Unprovoked,Spain,Catalonia,Aigua Blava,Dangling feet in the water,F,Unknown,Feet severed,N,,Unknown,other,
3595,1962-01-01,Unprovoked,Australia,South Australia,Dangerous Reef,Diving,M,Unknown,Right leg bitten,N,Unknown:00,Unknown,diving,
3596,1961-08-02,Unprovoked,USA,Hawaii,"Pearl Harbor Channel, O'ahu","Net fishing, picking catch from the net",M,38,Hand bitten,N,,  shark,fishing,
3597,1960-12-27,Unprovoked,Australia,New South Wales,"Bondi Beach, Sydney",Unknown,F,27,"Shark brushed past, minor injuries if any",N,,  shark,other,
3598,1960-06-05,Unprovoked,Philippines,Corregidor Island,Unknown,"Diving for shells, saw shark circling wife near the surface, intercepted shark & it pulled him beneath the water",M,58,"FATAL, body not recovered",Y,Unknown:00,Unknown,diving,
3599,1960-02-07,Provoked,Australia,New South Wales,Wattamolla National Park,Spearfishing,M,20,"No injury, speared shark towed Gilles 200 yards & tore hole in diving suit, and hit Dowswell's back with its tail PROVOKED INCIDENT",N,,"Grey nurse shark,  ",fishing,grey nurse shark
3600,1959-10-05,Unprovoked,Papua New Guinea,Madang,Taludig,Unknown,Unknown,Unknown,Thigh bitten,N,,Unknown,other,
3601,1959-08-15,Unprovoked,USA,Florida,"Panama City, Bay County",Spearfishing on Scuba,M,26,"FATAL, disappeared, dive gear & clothing found with teethmarks, presumed taken by a shark",Y,Unknown:00,  shark,fishing,
3602,1959-08-12,Provoked,Croatia,Istria,Pula,Fishing,M,Unknown,Laceration to arm PROVOKED INCIDENT,N,, shark,fishing,
3603,1959-08-11,Unprovoked,Japan,Wakayama Prefecture,"Isonoura Beach, Wakayama City",Swimming,M,13 or 18,"FATAL, left thigh bitten",Y,,"Blue shark,  ",swimming,blue shark
3604,1959-02-16,Provoked,Papua New Guinea,Kikori River mouth,"Ururumba, mouth of Kikori River 7.45S, 144.40E",Fishing,M,Unknown,Arm bitten by shark that he thought was dead PROVOKED INCIDENT,N,Unknown:00,  shark,fishing,
3605,1957-06-21,Invalid,Cuba,Yucatan Channel,Unknown,M.V. Tropical sank. Sole survivor rode oil drums for 8 days without food or water.,Unknown,Unknown,"No injury, no attack, sharks in vicinity when the sea was calm",Unknown,,Invalid,other,
3606,1957-02-02,Unprovoked,Australia,Western Australia,Cape LevÃªque,Unknown,M,Unknown,Man landed at Cape LevÃªque lighthouse in critical condition after being bitten by a shark. Not known if he survived.,Unknown,,Unknown,other,
3607,1956-12-26,Unprovoked,Papua New Guinea,Milne Bay Province,Samarai Island (south end),Spearfishing,M,19,"FATAL, left leg severed at hip, left torso removed",Y,13:00:00,  tiger shark caught  hours later with shorts of the boy in its gut,fishing,tiger shark
3608,1956-07-17,Unprovoked,USA,Florida,"Miami Beach, Miami-Dade County",Wading,F,38,Lacerations to legs,N,,Unknown,other,
3609,1955-11-16,Unprovoked,Papua New Guinea,Central Province,"Kalautu Village, Baibara at the mouth of Oibada River",Swimming,M,8,Right thigh bitten,N,,Wobbegong shark,swimming,wobbegong shark
3610,1955-02-10,Unprovoked,USA,California,"Trinidad Bay, Humboldt County",Scuba diving,M,Unknown,"No injury, shark bumped diver's face",N,Unknown:00,"Leopard shark, Triakis semifasciata, identified by J.W. DeWitt ()",diving,
3611,1954-07-10,Unprovoked,USA,Louisiana,Pontchartrain Beach,Wading,F,4,Left leg,N,,shark,other,
3612,1954-07-10,Unprovoked,Iran,Karun River,A village a short distance from Hesamabad,Unknown,F,Unknown,FATAL,Y,,Bull shark suspected due  freshwater habitat,other,bull shark
3613,1953-04-07,Watercraft,Australia,New South Wales,1.5 miles off shore,Unknown,Unknown,Unknown,"No injury to occupant. As engine started, shark hit boat, breaking one of boatâ€™s ribs in 3 places & stoving in 2 planks",N,Unknown:00,Unknown,other,
3614,1953-01-08,Watercraft,Australia,Tasmania,Wynyard,Fishing,Unknown,MAKE LINE GREEN,"No injury to occupant, shark charged boat",N,, shark,fishing,
3615,1952-03-30,Unprovoked,Netherlands Antilles,Curacao,Unknown,Went to aid of child being menaced by the shark,M,Unknown,"Buttock bitten, tissue removed",N,,"Bull shark,   was captured & dragged on the sand where tissue taken froEggink was found in its gut. Species identification  was made by S. Springer based on  phographs of the shark.",other,bull shark
3616,1949-05-16,Unprovoked,Australia,Western Australia,Broome,Bathing,F,22,"Left arm severed above elbow, recovered 5 days afterwards from sharkâ€™s gut",N,Unknown:00,"Whaler shark,  , ",bathing,
3617,1949-04-13,Unprovoked,Mexico,Tamaulipas,"Miramar Beach, Tampico",Bathing,M,Unknown,"U.S. destroyer John W. Weeks, 6 miles offshore, demonstrating guns & bombs for Mexican officials was thought to have driven the shark into the shallows where it bit the bather before other bathers drove it away with sticks & clubs.",N,,Unknown,bathing,
3618,1949-01-01,Unprovoked,Papua New Guinea,New Ireland Province,"Kulengei, southeast of Kalili, Kavieng",Unknown,M,Unknown,"Leg bitten, surgically amputated",N,,Unknown,other,
3619,1948-03-01,Provoked,Papua New Guinea,"New Ireland Province, Bismarck Archipelago","Punam Passage, Rataman census div, Namatanai",Spearfishing,M,30,Leg bitten by shark that he had speared  PROVOKED INCIDENT,N,Unknown:00,grey shark,fishing,
3620,1946-01-24,Unprovoked,South Africa,KwaZulu-Natal,"Battery Beach, Durban",Treading water,M,15,Knee & calf lacerated,N,,Unknown,other,
3621,1945-09-06,Unprovoked,Iran,Shatt-al-Arab River,Bashamir,Swimming,M,13,"Right forearm injured, mid-humeral amputation",N,,Unknown,swimming,
3622,1944-12-02,Provoked,USA,Florida,3 miles north of the inlet at Palm Beach,Fishing for mackerel,Unknown,Unknown,"No injury to occupants. After being prodded with an oar, shark struck bow and sank boat PROVOKED INCIDENT",N,Unknown:00,"Tiger shark, o  , ",fishing,tiger shark
3623,1944-05-04,Unprovoked,Panama,Caribbean Sea,Unknown,Washed overboard by swell,M,Unknown,"FATAL. His back was bitten as he was being towed to ship by rescuer, Lieut (j.g.) Stanley Kurta, then the shark pulled him below the surface.",Y,,"White shark,  ",other,white shark
3624,1944-01-01,Unprovoked,Papua New Guinea,Pacific Ocean,Unknown,Fell overboard from USS Ward,M,Unknown,FATAL,Y,,Unknown,sea accident,
3625,1943-01-01,Unprovoked,USA,Hawaii,"Midway, Northwestern Hawaiian Islands",Unknown,M,Unknown,"Unprovoked, but circumstances unknown",Unknown,Unknown:00,Unknown,other,
3626,1942-11-01,Sea Disaster,Unknown,Off South American coast,Unknown,"Dutch merchant ship Zaandam torpedoed  by the U-174 amidships, sank & dozens of survivors took to rafts & boats. One man, Izzi, who drifted 83 days on a raft related that sharks attacked many men in the water when the ship went down",M,Unknown,FATAL,Y,,Unknown,other,
3627,1941-11-25,Sea Disaster,South Atlantic Ocean,"North of Pernambuco, Brazil",Unknown,British cruiser Dunedin torpedoed & sunk by the U-124,Unknown,Unknown,"418 perished, only 67 survived, some of the men were taken by sharks",Y,,Unknown,other,
3628,1940-07-13,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",Standing,M,Unknown,Ankle bitten,N,Unknown:00,Unknown,bathing,
3629,1938-05-26,Unprovoked,Costa Rica,Nicoya Peninsula,Unknown,Fishing,M,Unknown,"FATAL, pulled overboard by tuna, & bitten by shark",Y,,Unknown,fishing,
3630,1936-07-01,Watercraft,South Africa,Western Cape Province,Cape Point,"Fishing, catching snoek, Thyrsites atun",Unknown,Unknown,"Shark leapt onboard & into fishwell, tossing a crew member, Pepino, in the sea",N,,Unknown,fishing,
3631,1936-03-04,Watercraft,Australia,Northern Territory,Between Cape Hotham & Darwin (50 miles from Darwin),Rowing,Unknown,Unknown,"No injury to occupants, shark almost wrenched oar from aborigine",N,Unknown:00,Unknown,other,
3632,1935-06-05,Unprovoked,Solomon,Makira-Uluwa Province,Makira Island,Fishing,M,Unknown,FATAL,Y,,Unknown,fishing,
3633,1935-05-19,Provoked,South Africa,KwaZulu-Natal,"North Pier, Durban",Put foot inside a landed & supposedly dead shark,M,Unknown,"Foot bitten, required 1 week hospitalization PROVOKED INCIDENT",N,,"White shark, ",other,white shark
3634,1931-08-01,Unprovoked,Australia,Queensland,Port Douglas,Fell overboard?,M,Unknown,FATAL,Y,Unknown:00,Unknown,sea accident,
3635,1931-01-07,Unprovoked,Australia,Queensland,"Yeppoon, near Ross Creek",Swimming,M,18,Severe bump & few superficial wounds,N,,  shark,swimming,
3636,1930-12-13,Unprovoked,Australia,New South Wales,"Sailor Bay, Middle Harbour, Sydney",Fell overboard,M,Unknown,FATAL,Y,,Unknown,sea accident,
3637,1929-10-02,Unprovoked,Spain,Valencia,Nasareth Beach,Fishing,M,Unknown,Arm injured when sharks rammed his boat,N,Unknown:00,Unknown,fishing,
3638,1928-11-15,Watercraft,India,Unknown,Unknown,Unknown,M,24,"No injury to occupants, shark bit keel",N,,Unknown,other,
3639,1928-06-24,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Swimming,M,Unknown,Bitten on leg,N,,Unknown,swimming,
3640,1927-10-01,Unprovoked,Fiji,Unknown,a river,"Standing, collecting bananas",M,Unknown,Leg bitten. He survived,N,Unknown:00,Unknown,bathing,
3641,1927-02-01,Provoked,New Zealand,South Island,"Menzies Bay, Banks Peninsula,",Fishing,M,70,Severely bitten by shark caught 30 minutes earlier  PROVOKED INCIDENT,N,,Mako shark,fishing,mako shark
3642,1927-01-03,Unprovoked,Australia,New South Wales,"Greyâ€™s Point, Port Hacking",Swimming,M,15,"FATAL, leg bitten from thigh to ankle",Y,,  shark,swimming,
3643,1923-10-17,Watercraft,Australia,New South Wales,"Black Head, south of Taree",Fishing,Unknown,Unknown,"No injury to occupants, shark bit boat",N,Unknown:00,very large shark,fishing,
3644,1922-01-04,Unprovoked,Australia,New South Wales,"Stockton Beach, Newcastle",Surfing,M,26,"FATAL, disappeared, then his shark-bitten remains washed ashore",Y,,Unknown,surfing,
3645,1920-11-04,Sea Disaster,Philippines,Leyte,Unknown,The coastwise steamer San Basilio capsized in a typhoon,M,Unknown,FATAL,Y,,Unknown,sea accident,
3646,1919-12-07,Unprovoked,Australia,New South Wales,"Pelican Island, Macleay River",Swimming,M,47,"FATAL, left leg & calf bitten, leg surgically amputated",Y,05:30:00,Unknown,swimming,
3647,1914-05-14,Provoked,USA,Florida,"Boca Ciega Bay, Pinellas County",Fishing,F,Unknown,PROVOKED INCIDENT Lacerations to right hand by hooked shark,N,,shark,fishing,
3648,1914-02-09,Unprovoked,Australia,South Australia,Marion Bay,Wading,M,Unknown,Lacerations to foot,N,,said  involve tiger shark,other,tiger shark
3649,1914-01-01,Unprovoked,South Africa,KwaZulu-Natal,Durban,Unknown,F,Unknown,No details,Unknown,Unknown:00,Unknown,other,
3650,1913-12-30,Provoked,USA,Florida,"Palm Beach, Palm Beach County",Fishing for mackerel,Unknown,Unknown,No injury to occupants but hull splintered by harpooned shark PROVOKED INCIDENT,N,,shark,fishing,
3651,1912-01-01,Unprovoked,Australia,Queensland,Ross Creek,Bathing,M,Unknown,FATAL,Y,,Unknown,bathing,
3652,1910-11-28,Provoked,North Atlantic Ocean,Georges Bank,Unknown,Fishing,M,Unknown,Right hand severely bitten by netted shark PROVOKED INCIDENT,N,Unknown:00,Angel shark,fishing,angel shark
3653,1909-03-06,Sea Disaster,South Africa,South Atlantic Ocean,Possession Island,Wreck of the 1308-ton Norwegian ship Auckland,F,Unknown,FATAL,Y,,Unknown,sea accident,
3654,1907-03-26,Unprovoked,USA,Florida,"Garden Key, Charlotte County","Fishing,  tarpon being chased by shark  leapt across his skiff, breaking it in half & Larkin became tangled in the net",M,Unknown,"FATAL, shark bit his side, nearly cutting him in two",Y,,Unknown,fishing,
3655,1906-11-16,Unprovoked,Jamaica,Westmoreland Parish,Cabaritta River mouth,Fishing,M,Unknown,Leg bitten,N,Unknown:00,Unknown,fishing,
3656,1901-07-30,Unprovoked,South Africa,Western Cape Province,Windmill Beach,Swimming,M,29,"Right leg bitten & foot severed, right arm bitten, bones fractured & nearly severed FATAL",Y,,White shark,swimming,white shark
3657,1901-07-30,Unprovoked,South Africa,KwaZulu-Natal,Durban,Dangling feet in the water,M,Unknown,Foot severed,N,,Unknown,other,
3658,2022-04-11,Unprovoked,USA,Florida,"Higkand Beach, Palm Beach County",Standing,M,Teen,Bite near big toe,N,16:00:00,shark,bathing,
3659,2022-04-11,Unprovoked,Brazil,SÃ£o Paulo.,BoqueirÃ£o Beach,Playing,M,11,Minor cuts to left thigh,Unknown,,dogfish,bathing,
3660,2021-09-05,Unprovoked,Australia,New South Wales,Emerald Beach,Surfing,M,31,FATAL,Y,,White xhark,surfing,
3661,2021-08-28,Unprovoked,USA,Texas,"Galveston Island, Galveston County",Boogie boarding,M,!!,Lacerations both sides of lower leg immediately above the ankle,N,11:45:00,Unknown,boogie boarding,
3662,2021-08-07,Provoked,Australia,Queensland,North Stradbroke Island,Harassing sharks,M,Unknown,"No Injury, jet ski bitten PROVOKED INCIDENT",N,,Unknown,other,
3663,2021-08-07,Unprovoked,USA,Florida,"Key Largo, Monroe County",Snorkeling,M,15,Lacerations to legs,N,,Unknown,snorkelling,
3664,2021-06-26,Unprovoked,USA,California,"Gray Whale Beach Cove State Beach, San Mateo County",Swimming,M,38,Posterior right thigh bitten,N,09:15:00,"White shark,  '",swimming,white shark
3665,2020-12-30,Unprovoked,USA,California,"Coronado, San Diego County",Swimming,M,Unknown,No injury. Swim fin bittten,N,,White shark,swimming,white shark
3666,2020-08-30,Watercraft,Australia,New South Wales,Forster,Fishing / Filming sharks feeding on whale carcass,Unknown,Unknown,"Shark bit boat, no injury to occupant",N,,White shark,fishing,white shark
3667,2020-07-27,Unprovoked,USA,Maine,"Bailey Island, Cumberland County",Swimming,F,63,FATAL,Y,15:59:00,"White shark, '?",swimming,white shark
3668,2020-07-19,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Wading,F,12,Right leg bitten,N,,Unknown,other,
3669,2020-05-30,Unprovoked,Australia,Queensland,Lucinda,Spearfishing,M,18,"No injury, swim fin bitten",N,,Bull shark,fishing,bull shark
